District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Bheempoor,2020/01/06,0,10.2,26.4,50.9,97.6,2.9,0
Adilabad,Bheempoor,2020/01/07,0,14.3,28,44.6,96.2,1.2,0
Adilabad,Bheempoor,2020/01/08,0,18.8,28.5,55.9,94.9,0.8,0
Adilabad,Bheempoor,2020/01/09,4.5,20,29.8,60.8,97.4,2.9,0
Adilabad,Bheempoor,2020/01/10,0,11.5,24.3,88.1,96,1.4,0
Adilabad,Bheempoor,2020/01/11,0,9.3,24.4,56.5,96,6.5,0
Adilabad,Bheempoor,2020/01/12,0,8,25.1,43.3,97.3,5.8,0
Adilabad,Bheempoor,2020/01/13,0,8.3,26.9,35.5,97.3,5.1,0
Adilabad,Bheempoor,2020/01/14,0,11,29.5,29,93.6,6.2,0
Adilabad,Bheempoor,2020/01/15,0,14.2,30.3,39.8,97.1,5.2,0
Adilabad,Bheempoor,2020/01/16,0,15.5,31,41.9,93.1,7.5,0
Adilabad,Bheempoor,2020/01/17,0,17.3,30.5,43.8,89.7,1.3,0
Adilabad,Bheempoor,2020/01/18,0,15.6,28.2,55.7,93.9,1.1,0
Adilabad,Bheempoor,2020/01/19,0,15.7,29.9,53.5,96.9,2.2,0
Adilabad,Bheempoor,2020/01/20,0,16.3,29.9,55.5,92.7,1.4,0
Adilabad,Bheempoor,2020/01/21,0,14.6,28.2,58.9,96.6,1.5,0
Adilabad,Bheempoor,2020/01/22,0,17,31.8,47.7,96.2,3.2,0
Adilabad,Bheempoor,2020/01/23,0,15.4,31.5,48.4,96,2.9,0
Adilabad,Bheempoor,2020/01/24,0,15.4,32.7,34,96.2,1.4,0
Adilabad,Bheempoor,2020/01/25,0,14.9,31,38,94.9,1.9,0
Adilabad,Bheempoor,2020/01/26,0,14,31.6,40.9,83.1,1.5,0
Adilabad,Bheempoor,2020/01/27,0,12.5,30.6,39.1,90.9,5,0
Adilabad,Bheempoor,2020/01/28,0,20.5,34.6,30,75.3,6.3,0
Adilabad,Bheempoor,2020/01/29,0,17,32.4,36.3,84.3,5.8,0
Adilabad,Bheempoor,2020/01/30,0,13.1,30.3,42,94.9,1.4,0
Adilabad,Bheempoor,2020/01/31,0,9.7,29.2,38.9,93.3,2.3,0
Adilabad,Bheempoor,2020/02/01,0,14.8,29.2,35.6,87.2,1.5,0
Adilabad,Bheempoor,2020/02/02,0,14.7,29.1,46.5,84.4,2.7,0
Adilabad,Bheempoor,2020/02/03,0,18.5,28.6,50.5,84.8,2.1,0
Adilabad,Bheempoor,2020/02/04,0,16.9,31.1,46,94.5,2,0
Adilabad,Bheempoor,2020/02/05,0,18.4,32.1,39.1,94.2,4.5,0
Adilabad,Bheempoor,2020/02/06,0,16.6,29.6,59.2,91.3,1.9,0
Adilabad,Bheempoor,2020/02/07,0,16.7,31.5,46.6,93.8,1.2,0
Adilabad,Bheempoor,2020/02/08,0,19.3,30.1,57,90.7,1.5,0
Adilabad,Bheempoor,2020/02/09,0,15.3,24.8,67,94.6,1.8,0
Adilabad,Bheempoor,2020/02/10,0,12.7,27.6,55.3,95.3,2.2,0
Adilabad,Bheempoor,2020/02/11,0,14,29,52.9,91.5,1.8,0
Adilabad,Bheempoor,2020/02/12,0,15.2,31.4,44.2,91.3,3,0
Adilabad,Bheempoor,2020/02/13,0,12.4,31.5,36.3,93.3,2.8,0
Adilabad,Bheempoor,2020/02/14,0,14.5,32.9,29.7,86.4,1.7,0
Adilabad,Bheempoor,2020/02/15,0,12.5,34,25.3,90.5,1.8,0
Adilabad,Bheempoor,2020/02/16,0,12.5,33.4,32.5,91.7,1.8,0
Adilabad,Bheempoor,2020/02/17,0,11.7,34.1,30.2,91.8,2.9,0
Adilabad,Bheempoor,2020/02/18,0,8.8,33.9,21.6,90.1,2,0
Adilabad,Bheempoor,2020/02/19,0,9.6,33.9,17.3,87.2,2.3,0
Adilabad,Bheempoor,2020/02/20,0,15.5,34.7,16.9,88.3,1.7,0
Adilabad,Bheempoor,2020/02/21,0,18.4,33.8,34.9,90.4,3.4,0
Adilabad,Bheempoor,2020/02/22,0,16.5,32.7,43.2,90.2,3,0
Adilabad,Bheempoor,2020/02/23,0,18.7,34.4,33.1,81.4,2.7,0
Adilabad,Bheempoor,2020/02/24,0,18.2,34.7,33.9,81.8,2.8,0
Adilabad,Bheempoor,2020/02/25,0,17.9,35.4,31.3,74.4,3,0
Adilabad,Bheempoor,2020/02/26,0,11.4,31.6,27.9,82.1,2.4,0
Adilabad,Bheempoor,2020/02/27,0,10.5,32.1,19.8,59.5,2.7,0
Adilabad,Bheempoor,2020/02/28,0,12.5,33.5,24.2,81.9,1.5,0
Adilabad,Bheempoor,2020/02/29,0,13.3,34.8,24,89.1,2,0
Adilabad,Bheempoor,2020/03/01,0,17.2,35,26.7,86.2,2.9,0
Adilabad,Bheempoor,2020/03/02,0.8,18.8,34.5,35.2,91.4,2.6,0
Adilabad,Bheempoor,2020/03/03,0,19.6,34.8,31.7,90.4,2.8,0
Adilabad,Bheempoor,2020/03/04,0,15.6,35.4,27.2,83.4,3.1,0
Adilabad,Bheempoor,2020/03/05,0,13.9,35,20.9,76.2,3,0
Adilabad,Bheempoor,2020/03/06,0,17.1,34.1,25.8,75.2,1.8,0
Adilabad,Bheempoor,2020/03/07,0,16.5,34.6,19.2,72.5,4.9,0
Adilabad,Bheempoor,2020/03/08,0,16.7,32.6,34,83.5,1.3,0
Adilabad,Bheempoor,2020/03/09,1.8,22,33.1,48.1,92,2.1,0
Adilabad,Bheempoor,2020/03/10,0,20.9,33.5,50.2,94.6,2.8,0
Adilabad,Bheempoor,2020/03/11,0,23.8,36.2,38.3,78.9,3.9,0
Adilabad,Bheempoor,2020/03/12,0,22.3,35.1,36.1,71.6,2.3,0
Adilabad,Bheempoor,2020/03/13,0,22.8,35.3,31.7,87.1,1.4,0
Adilabad,Bheempoor,2020/03/14,1.5,21.9,34.1,44,89.3,1.6,0
Adilabad,Bheempoor,2020/03/15,0,18.4,33.2,39.6,77.6,1.7,0
Adilabad,Bheempoor,2020/03/16,0,20.5,34.4,34.9,83.1,2.1,0
Adilabad,Bheempoor,2020/03/17,0,21.9,35,40.7,84.9,1.9,0
Adilabad,Bheempoor,2020/03/18,1.3,21.2,37.4,34,92.5,3.3,0
Adilabad,Bheempoor,2020/03/19,0,21.3,36.4,32.9,87.5,4,0
Adilabad,Bheempoor,2020/03/20,0,19.8,38,22.9,87.2,2.4,0
Adilabad,Bheempoor,2020/03/21,0,18.5,37.5,24.4,66.1,1.4,0
Adilabad,Bheempoor,2020/03/22,0,15,35.9,22.6,69.6,3.7,0
Adilabad,Bheempoor,2020/03/23,0,18.1,36.8,19.5,65.6,1.4,0
Adilabad,Bheempoor,2020/03/24,0,21.3,37.9,26.1,83.7,2.7,0
Adilabad,Bheempoor,2020/03/25,1,21.1,38,31.2,93.8,2.7,0
Adilabad,Bheempoor,2020/03/26,0,22.1,37.4,30.8,83,4.8,0
Adilabad,Bheempoor,2020/03/27,0,21,37.8,31.4,85.1,3.3,0
Adilabad,Bheempoor,2020/03/28,0,23.2,38.4,26.9,79.2,3.3,0
Adilabad,Bheempoor,2020/03/29,5.3,22.5,38,33.3,91.6,2.4,0
Adilabad,Bheempoor,2020/04/01,0,22.2,37.4,29.3,85.4,2.5,
Adilabad,Bheempoor,2020/04/02,0,21.7,38.6,26.2,84.6,2.8,6.8
Adilabad,Bheempoor,2020/04/03,0,24.6,38.6,20.4,72.4,2.3,7.1
Adilabad,Bheempoor,2020/04/04,1.3,23.9,38.2,32.7,91.9,4.2,3.2
Adilabad,Bheempoor,2020/04/05,0,22.4,38.8,22,80.3,3.1,14.6
Adilabad,Bheempoor,2020/04/06,0,23.8,38.1,24,73.4,4,1.5
Adilabad,Bheempoor,2020/04/07,0.3,21.6,39.7,28.1,87.7,2.6,2.2
Adilabad,Bheempoor,2020/04/08,0,25.5,39.8,17.7,62,4.7,1.9
Adilabad,Bheempoor,2020/04/09,0,20,39.6,18.9,63.6,2.9,1.5
Adilabad,Bheempoor,2020/04/10,0,21.8,38.9,17.5,70.8,4.4,1.5
Adilabad,Bheempoor,2020/04/11,0.5,24.1,39.5,23.4,79.8,5.6,4.8
Adilabad,Bheempoor,2020/04/12,0,23,39.6,23.5,68.8,2.5,5.2
Adilabad,Bheempoor,2020/04/13,0,24.5,40.9,19.1,63.2,2.3,2.9
Adilabad,Bheempoor,2020/04/14,1.5,25.5,40.7,22,70.4,3.9,4.6
Adilabad,Bheempoor,2020/04/15,0,26.4,40.9,21.4,53.7,6.8,5.4
Adilabad,Bheempoor,2020/04/16,0,24.6,41,19.7,53.4,2.6,6.8
Adilabad,Bheempoor,2020/04/17,0,24.5,41.1,20.3,55,2.9,0.4
Adilabad,Bheempoor,2020/04/18,0,25.9,42,16.2,55,1.6,2.1
Adilabad,Bheempoor,2020/04/19,0,26.3,41.6,18.4,68.8,4.7,5.1
Adilabad,Bheempoor,2020/04/20,0,25.1,38.5,28.6,63.9,4.4,3.9
Adilabad,Bheempoor,2020/04/21,0,26.2,41.3,20.2,55.9,5.5,2.6
Adilabad,Bheempoor,2020/04/22,0,22.7,41,18.3,50,2,3.1
Adilabad,Bheempoor,2020/04/23,0,28.1,40.9,18,54.2,2.8,3
Adilabad,Bheempoor,2020/04/24,0,25.9,41.5,17,48.4,2.8,2
Adilabad,Bheempoor,2020/04/25,0,28,41.2,21.3,48.3,3.5,2.3
Adilabad,Bheempoor,2020/04/26,0,24.2,40.7,20.4,40,2.7,6.1
Adilabad,Bheempoor,2020/04/27,0,24,40,18.9,37.9,3.3,2.1
Adilabad,Bheempoor,2020/04/28,0,26.4,39.6,23.9,63.2,4.8,2.1
Adilabad,Bheempoor,2020/04/29,0,23.3,40,24.3,58.1,5.4,2.4
Adilabad,Bheempoor,2020/04/30,0,26.1,41.1,19,50.7,3.1,1.7
Adilabad,Bheempoor,2020/05/01,0,28.8,41.4,20.7,49.5,2.7,1.9
Adilabad,Bheempoor,2020/05/02,0,27.4,42,19.6,48.4,5.5,4.2
Adilabad,Bheempoor,2020/05/03,0,28.9,43,15,34.7,2.4,3.2
Adilabad,Bheempoor,2020/05/04,0,26.6,43.4,14.8,31.8,2.8,3.4
Adilabad,Bheempoor,2020/05/05,0,29.1,43.6,16,44.1,2.2,6.1
Adilabad,Bheempoor,2020/05/06,0,27.7,43.5,14.9,35.3,2,0
Adilabad,Bheempoor,2020/05/07,0,29.2,42.8,19.2,60.8,6.4,4
Adilabad,Bheempoor,2020/05/08,0,28.6,41.2,22,57.6,4.7,0
Adilabad,Bheempoor,2020/05/09,0,29.3,42.4,22.5,56.8,4.3,9.4
Adilabad,Bheempoor,2020/05/10,0,27.5,43.5,19.5,50.7,5.7,0
Adilabad,Bheempoor,2020/05/11,0.5,24.6,38,26.7,78.1,8.8,4.5
Adilabad,Bheempoor,2020/05/12,0,25.2,39.3,23.5,48.4,5,0
Adilabad,Bheempoor,2020/05/13,0,29.2,42.1,22.6,61.8,3.5,3.8
Adilabad,Bheempoor,2020/05/14,0,26.8,37.8,30.5,57.2,3.3,0
Adilabad,Bheempoor,2020/05/15,0,29.7,41.5,24.1,55.8,4,2.5
Adilabad,Bheempoor,2020/05/16,0.8,26.8,40.7,26.8,80.6,5,0
Adilabad,Bheempoor,2020/05/17,0,27.7,40.8,25.3,68.6,4.1,5.5
Adilabad,Bheempoor,2020/05/18,0,29.3,42,23.5,48.5,3.7,0
Adilabad,Bheempoor,2020/05/19,0,27.1,42.4,17.9,49.3,2.4,6.1
Adilabad,Bheempoor,2020/05/20,0,25.7,42,16,39,4.6,0
Adilabad,Bheempoor,2020/05/21,0,23.2,43.8,11.9,33.4,3.9,8.4
Adilabad,Bheempoor,2020/05/22,0,24.9,43.3,9.2,26.4,4,0
Adilabad,Bheempoor,2020/05/23,0,26.2,45.3,11.5,30.1,2.5,6.9
Adilabad,Bheempoor,2020/05/24,0,28.4,44.5,12.8,28.6,2.7,0
Adilabad,Bheempoor,2020/05/25,0,30.5,45,12.3,32,3.4,3.2
Adilabad,Bheempoor,2020/05/26,0,34.6,45.2,12.6,37.8,6.9,0
Adilabad,Bheempoor,2020/05/27,0,32.9,45.1,14.3,27.7,2.3,5.5
Adilabad,Bheempoor,2020/05/28,0,31.8,44.8,16.9,33.3,3,0
Adilabad,Bheempoor,2020/05/29,0,32.5,43.7,15.3,40.5,2.8,4.3
Adilabad,Bheempoor,2020/05/30,0,30.9,44.2,19.1,59.3,3.1,0
Adilabad,Bheempoor,2020/05/31,0,31.1,42.3,24.9,54.7,4.1,1.9
Adilabad,Bheempoor,2020/07/01,2.5,25.2,36.7,51.8,92.8,4.5,0
Adilabad,Bheempoor,2020/07/02,4,26.4,36.7,50.4,90.3,2.9,0
Adilabad,Bheempoor,2020/07/03,5,25.5,36.3,57.1,96.3,2.7,0.1
Adilabad,Bheempoor,2020/07/04,0,24.9,35.1,64.4,89.6,2,0.1
Adilabad,Bheempoor,2020/07/05,1.8,24.8,32.8,69.4,96.2,2.9,0
Adilabad,Bheempoor,2020/07/06,32.5,24.5,33.3,63.2,96.9,2.1,0.4
Adilabad,Bheempoor,2020/07/07,0.5,26.3,30.8,77.5,95.8,2.5,0
Adilabad,Bheempoor,2020/07/08,1.8,24.1,32.9,64.8,94.7,3.8,0
Adilabad,Bheempoor,2020/07/09,0,25.6,35.4,56.5,90.9,3.5,0.2
Adilabad,Bheempoor,2020/07/10,0.5,25.4,34.4,62.8,96.6,2.9,0
Adilabad,Bheempoor,2020/07/11,0,26.7,32.4,70,88.3,3.5,0
Adilabad,Bheempoor,2020/07/12,0,27.6,34.8,58.1,85.5,2.8,0
Adilabad,Bheempoor,2020/07/13,9.8,24.5,36.1,54.4,97.2,2.7,0
Adilabad,Bheempoor,2020/07/14,0,26,33.8,63.2,94.3,1.8,0
Adilabad,Bheempoor,2020/07/15,24.5,24.6,33.1,68.5,98,1.6,0
Adilabad,Bheempoor,2020/07/16,13.5,25.1,27.8,87.8,97.5,2.5,0
Adilabad,Bheempoor,2020/07/17,0,24.9,31.3,73.1,93.4,2.5,0.2
Adilabad,Bheempoor,2020/07/18,0,25.1,32.5,63.5,95.7,2.7,0
Adilabad,Bheempoor,2020/07/19,0,26.8,35.5,56.8,91.3,2.3,0
Adilabad,Bheempoor,2020/07/20,18.3,25.3,35.3,60.1,96.7,2.8,0.2
Adilabad,Bheempoor,2020/07/21,0,26.1,32.6,72.9,95.6,1.8,0
Adilabad,Bheempoor,2020/07/22,0,25.9,34.4,61.4,96.6,2.9,0
Adilabad,Bheempoor,2020/07/23,27.8,22.5,35.8,59.7,97.9,2.4,0.1
Adilabad,Bheempoor,2020/07/24,13,24.1,26.8,90.5,98.5,1.8,0
Adilabad,Bheempoor,2020/07/25,2,24.8,32.3,67,96.6,2,0
Adilabad,Bheempoor,2020/07/26,0,24.7,33.3,61.2,96.3,2.9,0
Adilabad,Bheempoor,2020/07/27,0,24.7,33.5,61,96.3,2.5,0
Adilabad,Bheempoor,2020/07/28,0.5,25.6,36.9,49.3,97.2,3.2,0
Adilabad,Bheempoor,2020/07/29,23.5,23.2,35.6,59,98.6,3.2,0
Adilabad,Bheempoor,2020/07/30,0,25.2,33.2,68.9,97.9,1.7,0
Adilabad,Bheempoor,2020/07/31,1.5,26.1,34,66.9,98.5,1,0
Adilabad,Bheempoor,2020/08/01,3.3,24.9,35.2,62.5,97.8,3.3,0
Adilabad,Bheempoor,2020/08/02,0,24.8,33,72.6,97.7,1.3,0
Adilabad,Bheempoor,2020/08/03,3,25.6,36.2,59.7,97.6,1.7,0
Adilabad,Bheempoor,2020/08/04,0,25.8,31.8,74.8,96.2,2.1,0
Adilabad,Bheempoor,2020/08/05,0,25.7,31.3,75.3,92.4,3.2,0.1
Adilabad,Bheempoor,2020/08/06,0,25.7,31.3,74.9,86.2,2.5,0
Adilabad,Bheempoor,2020/08/07,0,26.6,31.5,68.8,93.2,4.5,0.1
Adilabad,Bheempoor,2020/08/08,0,27,34.1,60.7,85.3,3,0.2
Adilabad,Bheempoor,2020/08/09,0,26.2,31.8,70.1,95.9,2.3,0
Adilabad,Bheempoor,2020/08/10,9.8,24.4,28,82.9,96.9,2,0
Adilabad,Bheempoor,2020/08/11,12.5,23.6,26.9,88.1,97.3,4.3,0.4
Adilabad,Bheempoor,2020/08/12,0,25.1,27.9,84.5,93.7,2.1,0
Adilabad,Bheempoor,2020/08/13,32.5,23.6,30.1,76.6,97.7,3.7,0.3
Adilabad,Bheempoor,2020/08/14,1.8,24.3,27.8,85.3,96.7,2.5,0.3
Adilabad,Bheempoor,2020/08/15,11.8,23.7,29.9,78.1,96.1,4.1,0.1
Adilabad,Bheempoor,2020/08/16,0,24.8,28.1,83.9,94.3,2.6,0.2
Adilabad,Bheempoor,2020/08/17,27.8,23.8,25.7,91.8,97.4,2.1,0.5
Adilabad,Bheempoor,2020/08/18,28.5,23.9,25.5,89.9,98.3,3,0.2
Adilabad,Bheempoor,2020/08/19,13.3,24.1,26.4,89.2,98.1,2.4,0
Adilabad,Bheempoor,2020/08/20,14,24.2,29.6,81.4,97.7,2.8,0.3
Adilabad,Bheempoor,2020/08/21,1,24.6,28.7,85.1,94.7,2.7,0.4
Adilabad,Bheempoor,2020/08/22,0,25.1,29.4,80.9,92.9,3.9,0.2
Adilabad,Bheempoor,2020/08/23,0,25.5,31.5,75.1,94.8,2.9,0
Adilabad,Bheempoor,2020/08/24,0,22.9,33.1,64.7,96.8,2,0
Adilabad,Bheempoor,2020/08/25,0,23.5,32.9,64.2,96.4,3.3,0
Adilabad,Bheempoor,2020/08/26,11.3,24.5,34.1,62.1,98.3,1.9,0
Adilabad,Bheempoor,2020/08/27,0,25,31.3,72.6,96.5,2,0
Adilabad,Bheempoor,2020/08/28,2.8,24.7,27.5,87.4,95.8,2.3,0.1
Adilabad,Bheempoor,2020/08/29,1.5,24.8,28,83.5,97.7,2.3,0
Adilabad,Bheempoor,2020/08/30,0,22.9,30.1,76.4,96.1,3.5,0
Adilabad,Bheempoor,2020/08/31,0,23.1,33.6,65,98.6,3,0
Adilabad,Bheempoor,2020/10/01,0,23.3,33.7,66.8,96,0,1.4
Adilabad,Bheempoor,2020/10/02,0,23.4,33.6,66.1,95.9,0,1.6
Adilabad,Bheempoor,2020/10/03,0,23.2,35.2,53.8,74.9,0.6,2
Adilabad,Bheempoor,2020/10/04,0,22.1,34.4,43.9,85.2,0.2,5.9
Adilabad,Bheempoor,2020/10/05,0,20.6,35.5,47.9,95.5,0,1.2
Adilabad,Bheempoor,2020/10/06,0,21.7,35,44.3,94.9,0,2.3
Adilabad,Bheempoor,2020/10/07,0,24.3,33.3,51.7,93.3,0,1.6
Adilabad,Bheempoor,2020/10/08,2.3,21.9,26.7,78.3,99,0,1.5
Adilabad,Bheempoor,2020/10/09,0,23.5,31.7,72.8,99.3,0,1.1
Adilabad,Bheempoor,2020/10/10,0,23.1,32.9,70.7,96.9,0.1,0.9
Adilabad,Bheempoor,2020/10/11,0,23.6,34.7,61.1,94.8,0,3
Adilabad,Bheempoor,2020/10/12,20.6,22.6,31.8,69.9,97.4,0,5.4
Adilabad,Bheempoor,2020/10/13,0,23.2,33.2,71.1,99.5,0.1,0.9
Adilabad,Bheempoor,2020/10/14,0,25.1,30.7,71.2,88,0,1.3
Adilabad,Bheempoor,2020/10/15,0,24.1,31.1,71.8,96.5,0.1,6.3
Adilabad,Bheempoor,2020/10/16,0,24.1,29.5,82.8,99.3,0,1.6
Adilabad,Bheempoor,2020/10/17,0,24.6,31.4,74.1,98.8,0,1.4
Adilabad,Bheempoor,2020/10/18,5.8,23.3,33.1,69.5,99.3,0,1.4
Adilabad,Bheempoor,2020/10/19,2.3,23.1,34.3,70.2,99.3,0,0.8
Adilabad,Bheempoor,2020/10/20,0,22.7,33.4,70.4,99.4,0,0.9
Adilabad,Bheempoor,2020/10/21,0,22.1,34.3,61.7,99,0,1.4
Adilabad,Bheempoor,2020/10/22,0,21.6,33.4,62,98.9,0,1.2
Adilabad,Bheempoor,2020/10/23,0,19,33.8,44.2,98.4,0,1
Adilabad,Bheempoor,2020/10/24,0,20.2,34.3,44.2,98.2,0,0.9
Adilabad,Bheempoor,2020/10/25,0,20.7,34.5,50.8,98.6,0,1.2
Adilabad,Bheempoor,2020/10/26,0,21.2,34.2,55,98,0,0.6
Adilabad,Bheempoor,2020/10/27,0,19.7,33.7,51.4,98.5,0,2.1
Adilabad,Bheempoor,2020/10/28,0,17.4,33.6,48.7,98.9,0,0.6
Adilabad,Bheempoor,2020/10/29,0,15.9,34.6,28.3,98.4,0,0.4
Adilabad,Bheempoor,2020/10/30,0,17.7,33.6,38.2,97.8,0,0.8
Adilabad,Bheempoor,2020/10/31,0,18.5,32.5,48.2,97.7,0,0.7
Adilabad,Bheempoor,2020/11/01,0,15.4,31.5,41,97.6,0,1.3
Adilabad,Bheempoor,2020/11/02,0,14.5,32.1,38.7,97.6,0,2.1
Adilabad,Bheempoor,2020/11/03,0,14.4,32.2,40.9,97.1,0,1.5
Adilabad,Bheempoor,2020/11/04,0,13,32.2,34.7,97.4,0,1
Adilabad,Bheempoor,2020/11/05,0,11,32.9,29.5,97.6,0,1
Adilabad,Bheempoor,2020/11/06,0,10.7,33.1,29.7,98.2,0,1.1
Adilabad,Bheempoor,2020/11/07,0,12.6,32.5,38,97.5,0,0.8
Adilabad,Bheempoor,2020/11/08,0,9.7,32.1,35.1,98.2,0,0.7
Adilabad,Bheempoor,2020/11/09,0,9.1,31.1,33.3,98,0,0.7
Adilabad,Bheempoor,2020/11/10,0,8,30.6,32.1,97.8,0,1.2
Adilabad,Bheempoor,2020/11/11,0,8.5,29.3,35.9,97.1,0,1.8
Adilabad,Bheempoor,2020/11/12,0,13.7,30.7,41.8,96.3,0,1.2
Adilabad,Bheempoor,2020/11/13,0,17.9,31.5,57.2,98.5,0,1.2
Adilabad,Bheempoor,2020/11/14,0,16.9,32.9,56.4,98.7,0,1.3
Adilabad,Bheempoor,2020/11/15,0,15.6,33.4,47.2,96.2,0,1.3
Adilabad,Bheempoor,2020/11/16,0,17.4,34.2,43.3,94.7,0,1.5
Adilabad,Bheempoor,2020/11/17,0,17.6,33.4,51.3,97.7,0,2.5
Adilabad,Bheempoor,2020/11/18,0,16.5,33.2,40.8,97.9,0,1.4
Adilabad,Bheempoor,2020/11/19,0,19,33.3,43.4,97.3,0,2.9
Adilabad,Bheempoor,2020/11/20,0,21.3,34,54.4,96.1,0,1.7
Adilabad,Bheempoor,2020/11/21,0,21.3,33.4,54.3,98.4,0,1.5
Adilabad,Bheempoor,2020/11/22,0,15.9,30,67.6,98.6,0,1.3
Adilabad,Bheempoor,2020/11/23,0,12.3,30.7,42.9,98.2,0,1.3
Adilabad,Bheempoor,2020/11/24,0,11.4,31.9,38.2,98,0,1.6
Adilabad,Bheempoor,2020/11/25,0,9.9,31.7,32.5,97.8,0,2.3
Adilabad,Bheempoor,2020/11/26,0,13.3,30.6,34.9,94.7,0,2.1
Adilabad,Bheempoor,2020/11/27,0,17.9,30.1,49.4,91.7,0,1
Adilabad,Bheempoor,2020/11/28,0,15.6,25.5,59.4,93.8,0,2.1
Adilabad,Bheempoor,2020/11/29,0,18.3,28.2,52.7,93.4,0,2.2
Adilabad,Bheempoor,2020/11/30,0,15.8,32.5,47.7,96.7,0,2.1
Adilabad,Bheempoor,2020/12/01,0,13.9,32.9,43,96.8,0,2.1
Adilabad,Bheempoor,2020/12/02,0,11.9,31.7,41.3,97.2,0,2.4
Adilabad,Bheempoor,2020/12/03,0,10.3,31.1,44,97.8,0,2.2
Adilabad,Bheempoor,2020/12/04,0,9.1,31.2,36.6,96.3,0,2
Adilabad,Bheempoor,2020/12/05,0,9.2,31.6,33,95.3,0,1.5
Adilabad,Bheempoor,2020/12/06,0,8.7,32.3,28.8,95.6,0,1.2
Adilabad,Bheempoor,2020/12/07,0,9.2,32,27.7,95.2,0,2.6
Adilabad,Bheempoor,2020/12/08,0,9.1,32.2,31.6,96,0,1.1
Adilabad,Bheempoor,2020/12/09,0,8.9,32.3,31.5,96.3,0,2.3
Adilabad,Bheempoor,2020/12/10,0,11.3,32.2,28.6,94,0,2.2
Adilabad,Bheempoor,2020/12/11,0,12.5,31.9,34.7,94.5,0,1.5
Adilabad,Bheempoor,2020/12/12,0,14.8,32,39.2,96,0,1.8
Adilabad,Bheempoor,2020/12/13,0,15.5,31.1,45.3,96,0,1.8
Adilabad,Bheempoor,2020/12/14,0,19,30.4,47.6,97.2,0,2
Adilabad,Bheempoor,2020/12/15,0,19.2,28.5,57.2,96.2,0,1
Adilabad,Bheempoor,2020/12/16,0,15,30.4,46.9,96.5,0,2.5
Adilabad,Bheempoor,2020/12/17,0,14.9,31.8,45.9,96.7,0,1.4
Adilabad,Bheempoor,2020/12/18,0,14.2,30.4,52.6,98.4,0,0.7
Adilabad,Bheempoor,2020/12/19,0,11.9,29.7,44.2,96.9,0,1.5
Adilabad,Bheempoor,2020/12/20,0,6.8,29.5,39.4,97.3,0,1.7
Adilabad,Bheempoor,2020/12/21,0,4.6,29.2,24.5,94.6,0,2.5
Adilabad,Bheempoor,2020/12/22,0,3.6,29.7,23.2,94.7,0,2.4
Adilabad,Bheempoor,2020/12/23,0,4.3,30,23,92.5,0,2.9
Adilabad,Bheempoor,2020/12/24,0,7,30.2,24.9,92.4,0,1.8
Adilabad,Bheempoor,2020/12/25,0,7.1,30.4,30.7,94.7,0,1.5
Adilabad,Bheempoor,2020/12/26,0,6.9,29.9,29.6,94.3,0,2.8
Adilabad,Bheempoor,2020/12/27,0,7.1,30.5,28.2,93.5,0,2
Adilabad,Bheempoor,2020/12/28,0,9.8,31.9,30.8,92.1,0,1.2
Adilabad,Bheempoor,2020/12/29,0,10.9,31.5,35.6,95.7,0,1.6
Adilabad,Bheempoor,2020/12/30,0,11.7,30.6,43.4,95.8,0,1.7
Adilabad,Bheempoor,2020/12/31,0,10.2,30.2,39.8,96.2,0,2.3
Adilabad,Bheempoor,2021/01/01,0,10.1,30,37.8,95.7,0,3.1
Adilabad,Bheempoor,2021/01/02,0,11.7,29.9,40.6,96.6,0,2.2
Adilabad,Bheempoor,2021/01/03,0,10.4,30.4,45.8,97,0,2.2
Adilabad,Bheempoor,2021/01/04,0,13.1,30.5,38.4,96.4,0,2
Adilabad,Bheempoor,2021/01/05,0,13.4,29.8,50.7,97,0,2
Adilabad,Bheempoor,2021/01/06,0,15.6,30.9,43.3,93.6,0,1.6
Adilabad,Bheempoor,2021/01/07,0,19.3,31.2,48.2,92.6,0,1.4
Adilabad,Bheempoor,2021/01/08,0,21.3,29.6,59.8,91.8,0,2
Adilabad,Bheempoor,2021/01/09,0,17.3,31.2,51.8,96.1,0,1.6
Adilabad,Bheempoor,2021/01/10,0,12.4,33.7,24.8,88.1,0,2.8
Adilabad,Bheempoor,2021/01/11,0,13.1,34.3,24.2,85.8,0,1.9
Adilabad,Bheempoor,2021/01/12,0,15.9,34,35.5,93,0,1.4
Adilabad,Bheempoor,2021/01/13,0,14.7,32.8,42.6,95.9,0,1.5
Adilabad,Bheempoor,2021/01/14,0,12,31.7,40.6,95.3,0,1.5
Adilabad,Bheempoor,2021/01/15,0,9.9,31.8,36.2,94.6,0,1.3
Adilabad,Bheempoor,2021/01/16,0,11.9,32.3,32.9,89.9,0,1.3
Adilabad,Bheempoor,2021/01/17,0,12.7,32.7,32.4,91.3,0,1.6
Adilabad,Bheempoor,2021/01/18,0,12.6,32.6,32.1,91.6,0,1.7
Adilabad,Bheempoor,2021/01/19,0,13.5,32.1,33.2,93.4,0,2.1
